#index	label	wavelength	comment
127706	C  3      483.700A		recombination line
127707	C  3      476.000A		recombination line
127708	C  3      459.600A		recombination line
127709	C  3      450.700A		recombination line
127710	C  3      433.300A		recombination line
127711	C  3      411.700A		recombination line
127712	C  3      398.400A		recombination line
127713	C  3      371.700A		recombination line
127714	N  1      1.05948m		recombination line
127715	N  1      9048.10A		recombination line
127716	N  1      8180.40A		recombination line
127717	N  1      1000.20A		recombination line
127718	N  1      994.200A		recombination line
127719	N  1      980.700A		recombination line
127720	N  2      5495.10A		recombination line
127721	N  2      4724.10A		recombination line
127722	N  2      1085.10A		recombination line
127723	N  2      916.300A		recombination line
127724	N  2      646.400A		recombination line
127725	N  3      6938.20A		recombination line
127726	N  3      5334.70A		recombination line
127727	N  3      4507.50A		recombination line
127728	N  3      4477.80A		recombination line
127729	N  3      4199.60A		recombination line
127730	N  3      4001.80A		recombination line
127731	N  3      3429.00A		recombination line
127732	N  3      2197.80A		recombination line
127733	N  3      2188.10A		recombination line
127734	N  3      2064.30A		recombination line
127735	N  3      1857.20A		recombination line
127736	N  3      1498.30A		recombination line
127737	N  3      991.000A		recombination line
127738	N  3      979.900A		recombination line
127739	N  3      782.900A		recombination line
127740	N  3      764.000A		recombination line
127741	N  3      685.700A		recombination line
127742	N  3      472.300A		recombination line
127743	N  3      418.800A		recombination line
127744	N  3      411.300A		recombination line
127745	N  3      391.300A		recombination line
127746	N  3      387.400A		recombination line
127747	N  3      374.400A		recombination line
127748	N  3      348.700A		recombination line
127749	N  3      340.200A		recombination line
127750	N  3      323.300A		recombination line
127751	N  3      311.600A		recombination line
127752	N  4      9203.00A		recombination line
127753	N  4      7850.80A		recombination line
127754	N  4      7760.00A		recombination line
127755	N  4      7742.00A		recombination line
127756	N  4      7740.80A		recombination line
127757	N  4      5209.10A		recombination line
127758	N  4      4803.60A		recombination line
127759	N  4      4757.20A		recombination line
127760	N  4      4745.20A		recombination line
127761	N  4      4708.10A		recombination line
127762	N  4      4705.70A		recombination line
127763	N  4      4680.10A		recombination line
127764	N  4      4676.20A		recombination line
127765	N  4      4640.10A		recombination line
127766	N  4      4512.80A		recombination line
127767	N  4      4289.90A		recombination line
127768	N  4      4124.40A		recombination line
127769	N  4      4073.50A		recombination line
127770	N  4      3459.10A		recombination line
127771	N  4      3200.90A		recombination line
127772	N  4      3078.30A		recombination line
127773	N  4      3004.10A		recombination line
127774	N  4      2664.40A		recombination line
127775	N  4      2630.20A		recombination line
127776	N  4      2602.60A		recombination line
127777	N  4      2574.60A		recombination line
127778	N  4      2550.60A		recombination line
127779	N  4      2457.10A		recombination line
127780	N  4      2430.80A		recombination line
127781	N  4      2418.80A		recombination line
127782	N  4      2318.10A		recombination line
127783	N  4      2234.70A		recombination line
127784	N  4      2190.20A		recombination line
127785	N  4      2159.50A		recombination line
127786	N  4      2080.30A		recombination line
127787	N  4      1718.60A		recombination line
127788	N  4      1325.30A		recombination line
127789	N  4      1279.70A		recombination line
127790	N  4      1271.60A		recombination line
127791	N  4      1260.30A		recombination line
127792	N  4      1255.80A		recombination line
127793	N  4      1239.80A		recombination line
127794	N  4      1233.80A		recombination line
127795	N  4      1231.00A		recombination line
127796	N  4      1230.40A		recombination line
127797	N  4      1228.40A		recombination line
127798	N  4      1225.50A		recombination line
127799	N  4      1223.80A		recombination line
127800	N  4      1222.30A		recombination line
127801	N  4      1221.30A		recombination line
127802	N  4      1173.60A		recombination line
127803	N  4      1102.40A		recombination line
127804	N  4      993.200A		recombination line
127805	N  4      955.300A		recombination line
127806	N  4      952.900A		recombination line
127807	N  4      923.200A		recombination line
127808	N  4      765.100A		recombination line
127809	N  4      756.600A		recombination line
127810	N  4      715.700A		recombination line
127811	N  4      704.800A		recombination line
127812	N  4      678.000A		recombination line
127813	N  4      322.600A		recombination line
127814	N  4      297.700A		recombination line
127815	N  4      283.500A		recombination line
127816	N  4      239.600A		recombination line
127817	N  4      234.200A		recombination line
127818	N  4      225.300A		recombination line
127819	N  4      221.800A		recombination line
127820	N  4      217.900A		recombination line
127821	N  4      209.400A		recombination line
127822	N  4      177.600A		recombination line
127823	O  1      2.76397m		recombination line
127824	O  1      1.80228m		recombination line
127825	O  1      1.12989m		recombination line
127826	O  1      7949.50A		recombination line
127827	O  1      6318.60A		recombination line
127828	O  2      2.53931m		recombination line
127829	O  2      1.19456m		recombination line
127830	O  2      9377.40A		recombination line
127831	O  2      8883.30A		recombination line
127832	O  2      8771.80A		recombination line
127833	O  2      4593.20A		recombination line
127834	O  2      4349.80A		recombination line
127835	O  2      4188.00A		recombination line
127836	O  2      3800.20A		recombination line
127837	O  2      3077.80A		recombination line
127838	O  2      3017.90A		recombination line
127839	O  2      3009.00A		recombination line
127840	O  2      386.300A		recombination line
127841	O  2      385.700A		recombination line
127842	O  3      4587.10A		recombination line
127843	O  3      3881.60A		recombination line
127844	O  3      3763.10A		recombination line
127845	O  3      3326.60A		recombination line
127846	O  3      3191.90A		recombination line
127847	O  3      3176.10A		recombination line
127848	O  3      3041.60A		recombination line
127849	O  3      2092.00A		recombination line
127850	O  3      1947.20A		recombination line
127851	O  3      1924.20A		recombination line
127852	O  3      834.500A		recombination line
127853	O  3      703.400A		recombination line
127854	O  3      599.600A		recombination line
127855	O  3      541.600A		recombination line
127856	O  3      374.100A		recombination line
127857	O  3      320.700A		recombination line
127858	O  3      300.500A		recombination line
127859	O  3      299.300A		recombination line
127860	O  4      9225.10A		recombination line
127861	O  4      8723.60A		recombination line
127862	O  4      6099.60A		recombination line
127863	O  4      4541.30A		recombination line
127864	O  4      4491.50A		recombination line
127865	O  4      4034.00A		recombination line
127866	O  4      3799.30A		recombination line
127867	O  4      3794.00A		recombination line
127868	O  4      3720.80A		recombination line
127869	O  4      3553.80A		recombination line
127870	O  4      3549.10A		recombination line
127871	O  4      3490.90A		recombination line
127872	O  4      3350.70A		recombination line
127873	O  4      3037.90A		recombination line
127874	O  4      3027.90A		recombination line
127875	O  4      3024.30A		recombination line
127876	O  4      3003.00A		recombination line
127877	O  4      2907.10A		recombination line
127878	O  4      2772.50A		recombination line
127879	O  4      2637.70A		recombination line
127880	O  4      2620.00A		recombination line
127881	O  4      2511.20A		recombination line
127882	O  4      2486.30A		recombination line
127883	O  4      2363.60A		recombination line
127884	O  4      1936.10A		recombination line
127885	O  4      1785.90A		recombination line
127886	O  4      1515.50A		recombination line
127887	O  4      1355.10A		recombination line
127888	O  4      1341.80A		recombination line
127889	O  4      1296.40A		recombination line
127890	O  4      1289.40A		recombination line
127891	O  4      1212.90A		recombination line
127892	O  4      1102.00A		recombination line
127893	O  4      1079.90A		recombination line
127894	O  4      1060.00A		recombination line
127895	O  4      1046.00A		recombination line
127896	O  4      1006.70A		recombination line
127897	O  4      922.700A		recombination line
127898	O  4      844.400A		recombination line
127899	O  4      789.400A		recombination line
127900	O  4      779.900A		recombination line
127901	O  4      745.800A		recombination line
127902	O  4      713.000A		recombination line
127903	O  4      703.900A		recombination line
127904	O  4      636.500A		recombination line
127905	O  4      617.000A		recombination line
127906	O  4      609.400A		recombination line
127907	O  4      554.400A		recombination line
127908	O  4      487.000A		recombination line
127909	O  4      442.800A		recombination line
127910	O  4      379.800A		recombination line
127911	O  4      342.300A		recombination line
127912	O  4      306.700A		recombination line
127913	O  4      303.500A		recombination line
127914	O  4      289.900A		recombination line
127915	O  4      288.500A		recombination line
127916	O  4      285.800A		recombination line
127917	O  4      279.800A		recombination line
127918	O  4      276.100A		recombination line
127919	O  4      273.500A		recombination line
127920	O  4      267.000A		recombination line
127921	O  4      265.500A		recombination line
127922	O  4      260.500A		recombination line
127923	O  4      258.600A		recombination line
127924	O  4      252.500A		recombination line
127925	O  4      250.300A		recombination line
127926	O  4      238.500A		recombination line
127927	O  4      224.100A		recombination line
127928	O  4      216.200A		recombination line
127929	O  4      213.000A		recombination line
127930	O  4      211.300A		recombination line
127931	O  4      207.200A		recombination line
127932	O  4      203.000A		recombination line
127933	O  4      200.800A		recombination line
127934	O  4      196.400A		recombination line
127935	O  4      188.200A		recombination line
127936	O  4      184.200A		recombination line
127937	O  4      182.800A		recombination line
127938	O  4      171.100A		recombination line
127939	O  4      158.600A		recombination line
127940	O  5      6487.50A		recombination line
127941	O  5      5875.50A		recombination line
127942	O  5      5023.20A		recombination line
127943	O  5      5006.90A		recombination line
127944	O  5      4982.40A		recombination line
127945	O  5      4981.40A		recombination line
127946	O  5      4961.40A		recombination line
127947	O  5      4961.40A		recombination line
127948	O  5      4958.70A		recombination line
127949	O  5      4953.30A		recombination line
127950	O  5      4952.50A		recombination line
127951	O  5      4952.50A		recombination line
127952	O  5      4944.70A		recombination line
127953	O  5      4924.20A		recombination line
127954	O  5      4498.20A		recombination line
127955	O  5      4493.90A		recombination line
127956	O  5      4462.60A		recombination line
127957	O  5      3236.60A		recombination line
127958	O  5      3164.30A		recombination line
127959	O  5      3129.60A		recombination line
127960	O  5      3083.80A		recombination line
127961	O  5      3077.90A		recombination line
127962	O  5      3031.30A		recombination line
127963	O  5      3023.60A		recombination line
127964	O  5      3016.60A		recombination line
127965	O  5      3005.20A		recombination line
127966	O  5      3003.80A		recombination line
127967	O  5      2974.60A		recombination line
127968	O  5      2784.00A		recombination line
127969	O  5      2696.30A		recombination line
127970	O  5      1660.80A		recombination line
127971	O  5      1629.20A		recombination line
127972	O  5      1524.40A		recombination line
127973	O  5      1371.30A		recombination line
127974	O  5      1085.80A		recombination line
127975	O  5      1071.60A		recombination line
127976	O  5      1067.90A		recombination line
127977	O  5      1055.10A		recombination line
127978	O  5      1040.60A		recombination line
127979	O  5      1037.40A		recombination line
127980	O  5      1032.50A		recombination line
127981	O  5      1031.90A		recombination line
127982	O  5      1020.00A		recombination line
127983	O  5      943.700A		recombination line
127984	O  5      774.500A		recombination line
127985	O  5      760.400A		recombination line
127986	O  5      681.300A		recombination line
127987	O  5      629.700A		recombination line
127988	O  5      202.300A		recombination line
127989	O  5      192.900A		recombination line
127990	O  5      168.000A		recombination line
127991	O  5      141.300A		recombination line
####	level2 lines.........................
127993	Li 1      6741.91A		level 2 line
127998	Li 1      3244.44A		level 2 line
128003	Li 1      2750.48A		level 2 line
128008	Li 1      2570.71A		level 2 line
128013	Li 1      2483.00A		level 2 line
128018	Li 1      2433.13A		level 2 line
128023	Li 1      2401.90A		level 2 line
128028	Li 1      2380.99A		level 2 line
128033	Li 1      2366.29A		level 2 line
128038	Be 1      2331.15A		level 2 line
128043	Be 1      1667.28A		level 2 line
128048	Be 1      1402.35A		level 2 line
128053	Be 1      1383.97A		level 2 line
128058	Be 1      1434.67A		level 2 line
128063	Be 1      1372.51A		level 2 line
128068	Be 1      1364.87A		level 2 line
128073	Be 1      1359.53A		level 2 line
128078	Be 1      1499.99A		level 2 line
128083	Be 2      3136.18A		level 2 line
128088	Be 2      1038.53A		level 2 line
128093	Be 2      843.832A		level 2 line
128098	Be 2      777.001A		level 2 line
128103	Be 2      745.129A		level 2 line
128108	Be 2      727.220A		level 2 line
128113	Be 2      716.081A		level 2 line
128118	Be 2      708.652A		level 2 line
128123	Be 2      703.438A		level 2 line
128128	B  1      1367.79A		level 2 line
128133	B  1      1850.52A		level 2 line
128138	B  1      2547.47A		level 2 line
128143	B  1      1690.27A		level 2 line
128148	B  1      1155.38A		level 2 line
128153	B  1      1622.59A		level 2 line
128158	B  1      2086.70A		level 2 line
128163	B  1      1587.80A		level 2 line
128168	B  1      1548.60A		level 2 line
128173	B  1      1845.66A		level 2 line
128178	B  1      1556.30A		level 2 line
128183	B  1      1567.50A		level 2 line
128188	B  1      1542.79A		level 2 line
128193	B  1      1568.18A		level 2 line
128198	B  1      1554.60A		level 2 line
128203	B  1      1685.87A		level 2 line
128208	B  1      1587.45A		level 2 line
128213	B  1      1620.77A		level 2 line
128218	B  1      1545.88A		level 2 line
128223	B  1      1539.70A		level 2 line
128228	B  1      1059.87A		level 2 line
128233	B  1      1021.54A		level 2 line
128238	B  1      1002.93A		level 2 line
128243	B  1      992.516A		level 2 line
128248	B  1      986.096A		level 2 line
128253	B  1      981.855A		level 2 line
128258	B  1      978.914A		level 2 line
128263	B  2      1340.24A		level 2 line
128268	B  2      695.860A		level 2 line
128273	B  2      588.381A		level 2 line
128278	B  2      551.931A		level 2 line
128283	B  2      518.570A		level 2 line
128288	B  2      512.860A		level 2 line
128293	B  2      508.940A		level 2 line
128298	B  2      526.859A		level 2 line
128303	B  2      506.160A		level 2 line
128308	B  2      536.970A		level 2 line
128313	B  3      2067.91A		level 2 line
128318	B  3      519.130A		level 2 line
128323	B  3      412.521A		level 2 line
128328	B  3      376.980A		level 2 line
128333	B  3      360.210A		level 2 line
128338	B  3      350.830A		level 2 line
128343	B  3      345.010A		level 2 line
128348	B  3      341.150A		level 2 line
128353	B  3      338.440A		level 2 line
128358	C  1      943.939A		level 2 line
128363	C  1      1247.50A		level 2 line
128368	C  1      841.022A		level 2 line
128373	C  1      1561.33A		level 2 line
128378	C  1      1314.77A		level 2 line
128383	C  1      1165.98A		level 2 line
128388	C  1      1233.29A		level 2 line
128393	C  1      1132.06A		level 2 line
128398	C  1      1250.68A		level 2 line
128403	C  1      798.512A		level 2 line
128408	C  1      1112.03A		level 2 line
128413	C  1      1114.55A		level 2 line
128418	C  1      1162.36A		level 2 line
128423	C  1      1166.81A		level 2 line
128428	C  1      1104.29A		level 2 line
128433	C  1      1109.00A		level 2 line
128438	C  1      1130.46A		level 2 line
128443	C  1      1097.76A		level 2 line
128448	C  1      1132.32A		level 2 line
128453	C  1      1106.31A		level 2 line
128458	C  1      1093.34A		level 2 line
128463	C  1      776.663A		level 2 line
128468	C  1      1110.44A		level 2 line
128473	C  1      1113.68A		level 2 line
128478	C  1      1114.65A		level 2 line
128483	C  1      1090.21A		level 2 line
128488	C  1      1104.34A		level 2 line
128493	C  1      1103.77A		level 2 line
128498	C  1      1097.79A		level 2 line
128503	C  1      765.521A		level 2 line
128508	C  1      1097.42A		level 2 line
128513	C  1      1093.35A		level 2 line
128518	C  1      1093.10A		level 2 line
128523	C  1      1090.21A		level 2 line
128528	C  1      1090.04A		level 2 line
128533	C  1      759.221A		level 2 line
128538	C  1      755.333A		level 2 line
128543	C  1      752.768A		level 2 line
128548	C  1      750.982A		level 2 line
128553	C  2      892.833A		level 2 line
128558	C  2      688.791A		level 2 line
128563	C  2      1020.18A		level 2 line
128568	C  2      596.559A		level 2 line
128573	C  2      561.959A		level 2 line
128578	C  2      530.721A		level 2 line
128583	C  2      544.909A		level 2 line
128588	C  2      535.300A		level 2 line
128593	C  2      550.361A		level 2 line
128598	C  2      858.178A		level 2 line
128603	C  2      467.460A		level 2 line
128608	C  2      637.979A		level 2 line
128613	C  2      424.791A		level 2 line
128618	C  2      439.850A		level 2 line
128623	C  2      524.659A		level 2 line
128628	C  2      521.831A		level 2 line
128633	C  2      578.690A		level 2 line
128638	C  2      419.579A		level 2 line
128643	C  2      415.260A		level 2 line
128648	C  2      553.410A		level 2 line
128653	C  2      412.390A		level 2 line
128658	C  2      410.379A		level 2 line
128663	C  2      540.079A		level 2 line
128668	C  2      427.241A		level 2 line
128673	C  2      532.130A		level 2 line
128678	C  2      527.001A		level 2 line
128683	C  2      523.489A		level 2 line
128688	C  2      528.410A		level 2 line
128693	C  3      271.090A		level 2 line
128698	C  3      268.600A		level 2 line
128703	C  3      266.880A		level 2 line
128708	C  3      288.500A		level 2 line
128713	C  4      245.300A		level 2 line
128718	C  4      223.140A		level 2 line
128723	C  4      212.750A		level 2 line
128728	C  4      206.950A		level 2 line
128733	C  4      203.370A		level 2 line
128738	C  4      200.980A		level 2 line
128743	C  4      199.320A		level 2 line
128748	N  1      942.258A		level 2 line
128753	N  1      896.322A		level 2 line
128758	N  1      952.118A		level 2 line
128763	N  1      1131.12A		level 2 line
128768	N  1      876.670A		level 2 line
128773	N  1      899.879A		level 2 line
128778	N  1      866.371A		level 2 line
128783	N  1      860.282A		level 2 line
128788	N  1      878.341A		level 2 line
128793	N  1      856.377A		level 2 line
128798	N  1      867.288A		level 2 line
128803	N  1      853.730A		level 2 line
128808	N  1      851.840A		level 2 line
128813	N  1      860.837A		level 2 line
128818	N  1      856.751A		level 2 line
128823	N  1      853.978A		level 2 line
128828	N  1      852.028A		level 2 line
128833	N  2      532.161A		level 2 line
128838	N  2      634.441A		level 2 line
128843	N  2      907.079A		level 2 line
128848	N  2      475.141A		level 2 line
128853	N  2      528.139A		level 2 line
128858	N  2      452.970A		level 2 line
128863	N  2      441.950A		level 2 line
128868	N  2      474.291A		level 2 line
128873	N  2      437.731A		level 2 line
128878	N  2      452.610A		level 2 line
128883	N  2      441.659A		level 2 line
128888	N  2      432.160A		level 2 line
128893	N  2      435.369A		level 2 line
128898	N  2      508.099A		level 2 line
128903	N  2      431.209A		level 2 line
128908	N  2      428.521A		level 2 line
128913	N  2      435.110A		level 2 line
128918	N  2      426.599A		level 2 line
128923	N  2      466.470A		level 2 line
128928	N  2      451.019A		level 2 line
128933	N  2      388.071A		level 2 line
128938	N  2      428.451A		level 2 line
128943	N  2      430.191A		level 2 line
128948	N  2      426.570A		level 2 line
128953	N  2      448.761A		level 2 line
128958	N  2      367.530A		level 2 line
128963	N  2      439.470A		level 2 line
128968	N  2      427.840A		level 2 line
128973	N  2      358.000A		level 2 line
128978	N  2      430.981A		level 2 line
128983	N  2      352.750A		level 2 line
128988	N  2      349.540A		level 2 line
128993	N  2      347.430A		level 2 line
128998	N  2      345.970A		level 2 line
129003	N  2      434.011A		level 2 line
129008	N  3      678.210A		level 2 line
129013	N  3      752.112A		level 2 line
129018	N  3      293.510A		level 2 line
129023	N  3      453.301A		level 2 line
129028	N  3      283.090A		level 2 line
129033	N  3      264.550A		level 2 line
129038	N  3      277.180A		level 2 line
129043	N  3      312.110A		level 2 line
129048	N  3      273.490A		level 2 line
129053	N  3      267.450A		level 2 line
129058	N  3      248.910A		level 2 line
129063	N  3      271.020A		level 2 line
129068	N  3      305.650A		level 2 line
129073	N  3      269.290A		level 2 line
129078	N  3      300.710A		level 2 line
129083	N  3      238.620A		level 2 line
129088	N  3      234.300A		level 2 line
129093	N  3      286.900A		level 2 line
129098	N  3      231.470A		level 2 line
129103	N  3      279.440A		level 2 line
129108	N  3      229.580A		level 2 line
129113	N  3      274.950A		level 2 line
129118	N  3      272.030A		level 2 line
129123	N  3      228.260A		level 2 line
129128	N  3      270.020A		level 2 line
129133	N  3      242.990A		level 2 line
129138	N  4      247.770A		level 2 line
129143	N  4      197.610A		level 2 line
129148	N  4      182.190A		level 2 line
129153	N  4      175.020A		level 2 line
129158	N  4      170.460A		level 2 line
129163	N  4      168.090A		level 2 line
129168	N  4      192.880A		level 2 line
129173	N  4      167.260A		level 2 line
129178	N  4      211.600A		level 2 line
129183	N  4      166.340A		level 2 line
129188	N  4      165.190A		level 2 line
129193	N  4      172.430A		level 2 line
129198	N  5      162.830A		level 2 line
129203	N  5      147.670A		level 2 line
129208	N  5      140.580A		level 2 line
129213	N  5      136.640A		level 2 line
129218	N  5      134.200A		level 2 line
129223	N  5      132.580A		level 2 line
129228	N  5      131.450A		level 2 line
129233	O  1      867.303A		level 2 line
129238	O  1      787.470A		level 2 line
129243	O  1      976.791A		level 2 line
129248	O  1      767.719A		level 2 line
129253	O  1      969.049A		level 2 line
129258	O  1      754.421A		level 2 line
129263	O  1      946.387A		level 2 line
129268	O  1      747.099A		level 2 line
129273	O  1      934.501A		level 2 line
129278	O  1      973.577A		level 2 line
129283	O  1      807.252A		level 2 line
129288	O  1      742.710A		level 2 line
129293	O  1      927.472A		level 2 line
129298	O  1      739.869A		level 2 line
129303	O  1      948.506A		level 2 line
129308	O  1      922.969A		level 2 line
129313	O  1      737.931A		level 2 line
129318	O  1      736.540A		level 2 line
129323	O  1      919.912A		level 2 line
129328	O  1      935.672A		level 2 line
129333	O  1      917.726A		level 2 line
129338	O  1      918.704A		level 2 line
129343	O  1      928.186A		level 2 line
129348	O  1      917.473A		level 2 line
129353	O  1      923.438A		level 2 line
129358	O  1      920.243A		level 2 line
129363	O  1      917.970A		level 2 line
129368	O  2      425.190A		level 2 line
129373	O  2      388.410A		level 2 line
129378	O  2      530.819A		level 2 line
129383	O  2      373.600A		level 2 line
129388	O  2      361.821A		level 2 line
129393	O  2      366.060A		level 2 line
129398	O  2      360.570A		level 2 line
129403	O  2      414.619A		level 2 line
129408	O  2      358.780A		level 2 line
129413	O  2      356.930A		level 2 line
129418	O  2      355.610A		level 2 line
129423	O  2      384.420A		level 2 line
129428	O  2      371.620A		level 2 line
129433	O  2      358.350A		level 2 line
129438	O  2      361.099A		level 2 line
129443	O  2      356.619A		level 2 line
129448	O  2      364.930A		level 2 line
129453	O  3      305.400A		level 2 line
129458	O  3      500.661A		level 2 line
129463	O  3      698.231A		level 2 line
129468	O  3      268.070A		level 2 line
129473	O  3      263.850A		level 2 line
129478	O  3      373.640A		level 2 line
129483	O  3      265.020A		level 2 line
129488	O  3      248.730A		level 2 line
129493	O  3      241.200A		level 2 line
129498	O  3      248.620A		level 2 line
129503	O  3      236.890A		level 2 line
129508	O  3      234.190A		level 2 line
129513	O  3      276.900A		level 2 line
129518	O  3      241.140A		level 2 line
129523	O  3      280.450A		level 2 line
129528	O  3      263.230A		level 2 line
129533	O  3      232.380A		level 2 line
129538	O  3      236.860A		level 2 line
129543	O  3      231.110A		level 2 line
129548	O  3      255.390A		level 2 line
129553	O  3      232.350A		level 2 line
129558	O  3      234.180A		level 2 line
129563	O  3      230.150A		level 2 line
129568	O  3      231.100A		level 2 line
129573	O  3      206.380A		level 2 line
129578	O  3      244.650A		level 2 line
129583	O  3      215.260A		level 2 line
129588	O  3      238.930A		level 2 line
129593	O  3      233.340A		level 2 line
129598	O  3      235.520A		level 2 line
129603	O  3      208.370A		level 2 line
129608	O  3      204.560A		level 2 line
129613	O  3      232.490A		level 2 line
129618	O  3      202.240A		level 2 line
129623	O  3      235.000A		level 2 line
129628	O  3      200.700A		level 2 line
129633	O  3      199.640A		level 2 line
129638	O  3      231.670A		level 2 line
129643	O  4      239.130A		level 2 line
129648	O  4      549.269A		level 2 line
129653	O  4      207.610A		level 2 line
129658	O  4      196.560A		level 2 line
129663	O  4      214.760A		level 2 line
129668	O  4      609.351A		level 2 line
129673	O  4      181.780A		level 2 line
129678	O  4      171.550A		level 2 line
129683	O  4      280.550A		level 2 line
129688	O  4      174.710A		level 2 line
129693	O  4      203.010A		level 2 line
129698	O  4      174.310A		level 2 line
129703	O  4      182.700A		level 2 line
129708	O  4      181.770A		level 2 line
129713	O  4      170.710A		level 2 line
129718	O  4      159.680A		level 2 line
129723	O  4      168.240A		level 2 line
129728	O  4      152.360A		level 2 line
129733	O  4      180.320A		level 2 line
129738	O  4      186.020A		level 2 line
129743	O  4      166.570A		level 2 line
129748	O  4      165.420A		level 2 line
129753	O  4      150.140A		level 2 line
129758	O  4      153.570A		level 2 line
129763	O  4      169.860A		level 2 line
129768	O  4      168.250A		level 2 line
129773	O  4      148.130A		level 2 line
129778	O  4      206.560A		level 2 line
129783	O  4      166.640A		level 2 line
129788	O  4      146.760A		level 2 line
129793	O  4      145.810A		level 2 line
129798	O  4      168.870A		level 2 line
129803	O  4      168.140A		level 2 line
129808	O  4      167.050A		level 2 line
129813	O  4      165.760A		level 2 line
129818	O  4      171.850A		level 2 line
129823	O  4      176.420A		level 2 line
129828	O  4      150.650A		level 2 line
129833	O  4      158.360A		level 2 line
129838	O  5      172.570A		level 2 line
129843	O  5      135.810A		level 2 line
129848	O  5      139.140A		level 2 line
129853	O  5      124.910A		level 2 line
129858	O  5      119.360A		level 2 line
129863	O  5      116.430A		level 2 line
129868	O  5      114.620A		level 2 line
129873	O  5      113.410A		level 2 line
129878	O  5      118.170A		level 2 line
129883	O  5      112.580A		level 2 line
129888	O  5      121.530A		level 2 line
129893	O  5      150.690A		level 2 line
129898	O  6      116.040A		level 2 line
129903	O  6      105.000A		level 2 line
129908	O  6      99.8602A		level 2 line
129913	O  6      96.9998A		level 2 line
129918	O  6      95.2299A		level 2 line
129923	O  6      94.0601A		level 2 line
129928	O  6      93.2401A		level 2 line
129933	F  1      946.513A		level 2 line
129938	F  1      800.570A		level 2 line
129943	F  1      675.881A		level 2 line
129948	F  1      780.409A		level 2 line
129953	F  1      791.722A		level 2 line
129958	F  1      749.019A		level 2 line
129963	F  1      753.108A		level 2 line
129968	F  1      735.321A		level 2 line
129973	F  1      779.660A		level 2 line
129978	F  1      737.267A		level 2 line
129983	F  1      671.691A		level 2 line
129988	F  1      728.099A		level 2 line
129993	F  1      748.671A		level 2 line
129998	F  1      723.809A		level 2 line
130003	F  1      729.182A		level 2 line
130008	F  1      721.059A		level 2 line
130013	F  1      735.137A		level 2 line
130018	F  1      724.480A		level 2 line
130023	F  1      719.181A		level 2 line
130028	F  1      727.987A		level 2 line
130033	F  1      721.501A		level 2 line
130038	F  1      717.849A		level 2 line
130043	F  1      719.492A		level 2 line
130048	F  1      723.751A		level 2 line
130053	F  1      718.071A		level 2 line
130058	F  1      721.012A		level 2 line
130063	F  1      719.150A		level 2 line
130068	F  1      649.148A		level 2 line
130073	F  1      638.619A		level 2 line
130078	F  1      633.020A		level 2 line
130083	F  1      629.699A		level 2 line
130088	F  1      627.561A		level 2 line
130093	F  1      626.100A		level 2 line
130098	F  1      625.070A		level 2 line
130103	F  2      602.479A		level 2 line
130108	F  2      430.241A		level 2 line
130113	F  2      469.019A		level 2 line
130118	F  2      374.950A		level 2 line
130123	F  2      543.369A		level 2 line
130128	F  2      376.311A		level 2 line
130133	F  2      393.710A		level 2 line
130138	F  2      432.859A		level 2 line
130143	F  2      353.030A		level 2 line
130148	F  2      370.690A		level 2 line
130153	F  2      375.090A		level 2 line
130158	F  2      348.550A		level 2 line
130163	F  2      335.401A		level 2 line
130168	F  2      329.440A		level 2 line
130173	F  2      346.530A		level 2 line
130178	F  2      421.781A		level 2 line
130183	F  2      327.660A		level 2 line
130188	F  2      366.629A		level 2 line
130193	F  2      378.870A		level 2 line
130198	F  2      326.000A		level 2 line
130203	F  2      371.100A		level 2 line
130208	F  2      363.800A		level 2 line
130213	F  2      390.360A		level 2 line
130218	F  2      361.890A		level 2 line
130223	F  2      323.650A		level 2 line
130228	F  2      322.140A		level 2 line
130233	F  2      360.531A		level 2 line
130238	F  2      321.070A		level 2 line
130243	F  2      370.150A		level 2 line
130248	F  2      377.099A		level 2 line
130253	F  2      366.050A		level 2 line
130258	F  2      363.410A		level 2 line
130263	F  2      361.610A		level 2 line
130268	F  2      325.490A		level 2 line
130273	F  3      253.730A		level 2 line
130278	F  3      660.450A		level 2 line
130283	F  3      224.750A		level 2 line
130288	F  3      228.500A		level 2 line
130293	F  3      312.150A		level 2 line
130298	F  3      213.710A		level 2 line
130303	F  3      208.150A		level 2 line
130308	F  3      204.950A		level 2 line
130313	F  3      202.940A		level 2 line
130318	F  3      201.580A		level 2 line
130323	F  3      239.150A		level 2 line
130328	F  3      200.620A		level 2 line
130333	F  3      219.590A		level 2 line
130338	F  3      211.200A		level 2 line
130343	F  3      206.740A		level 2 line
130348	F  3      204.080A		level 2 line
130353	F  3      202.360A		level 2 line
130358	F  3      201.180A		level 2 line
130363	F  4      201.050A		level 2 line
130368	F  4      199.860A		level 2 line
130373	F  4      169.900A		level 2 line
130378	F  4      415.420A		level 2 line
130383	F  4      569.220A		level 2 line
130388	F  4      679.509A		level 2 line
130393	F  4      182.230A		level 2 line
130398	F  4      240.030A		level 2 line
130403	F  4      158.730A		level 2 line
130408	F  4      169.760A		level 2 line
130413	F  4      153.300A		level 2 line
130418	F  4      178.900A		level 2 line
130423	F  4      151.560A		level 2 line
130428	F  4      158.670A		level 2 line
130433	F  4      150.770A		level 2 line
130438	F  4      188.080A		level 2 line
