#index	label	wavelength	comment
42819	H2O       55.8245m		H2O
42824	H2O       47.0327m		H2O
42829	H2O       28.5835m		H2O
42834	H2O       21.5655m		H2O
42839	H2O       25.1618m		H2O
42844	H2O       28.2314m		H2O
42849	H2O       35.5578m		H2O
42854	H2O       40.6914m		H2O
42859	H2O       46.5955m		H2O
42864	H2O       269.199m		H2O
42869	H2O       303.374m		H2O
42874	H2O       100.955m		H2O
42879	H2O       398.534m		H2O
42884	H2O       243.907m		H2O
42889	H2O       138.490m		H2O
42894	H2O       1634.99m		H2O
42899	H2O       89.9638m		H2O
42904	H2O       46.4712m		H2O
42909	H2O       67.0709m		H2O
42914	H2O       156.151m		H2O
42919	H2O       126.679m		H2O
42924	H2O       158.268m		H2O
42929	H2O       125.320m		H2O
42934	H2O       144.478m		H2O
42939	H2O       57.6208m		H2O
42944	H2O       327.134m		H2O
42949	H2O       187.060m		H2O
42954	H2O       248.179m		H2O
42959	H2O       56.3096m		H2O
42964	H2O       28.9059m		H2O
42969	H2O       49.2683m		H2O
42974	H2O       61.7918m		H2O
42979	H2O       146.883m		H2O
42984	H2O       47.0157m		H2O
42989	H2O       95.8588m		H2O
42994	H2O       61.8993m		H2O
42999	H2O       95.6012m		H2O
43004	H2O       921.755m		H2O
43009	H2O       71.0479m		H2O
43014	H2O       308.880m		H2O
43019	H2O       35.4620m		H2O
43024	H2O       53.1237m		H2O
43029	H2O       631.383m		H2O
43034	H2O       29.8767m		H2O
43039	H2O       44.1826m		H2O
43044	H2O       19.2248m		H2O
43049	H2O       23.4516m		H2O
43054	H2O       39.3688m		H2O
43059	H2O       111.598m		H2O
43064	H2O       113.917m		H2O
43069	H2O       35.2651m		H2O
43074	H2O       94.1839m		H2O
43079	H2O       30.6793m		H2O
43084	H2O       75.7607m		H2O
43089	H2O       174.559m		H2O
43094	H2O       148.750m		H2O
43099	H2O       33.8459m		H2O
43104	H2O       71.7682m		H2O
43109	H2O       83.2613m		H2O
43114	H2O       78.9069m		H2O
43119	H2O       36.2026m		H2O
43124	H2O       101.181m		H2O
43129	H2O       40.7486m		H2O
43134	H2O       194.369m		H2O
43139	H2O       23.1872m		H2O
43144	H2O       39.3885m		H2O
43149	H2O       636.479m		H2O
43154	H2O       21.1617m		H2O
43159	H2O       35.8945m		H2O
43164	H2O       103.912m		H2O
43169	H2O       166.989m		H2O
43174	H2O       46.5309m		H2O
43179	H2O       170.093m		H2O
43184	H2O       46.5261m		H2O
43189	H2O       103.888m		H2O
43194	H2O       22.6215m		H2O
43199	H2O       34.9727m		H2O
43204	H2O       76.4011m		H2O
43209	H2O       613.544m		H2O
43214	H2O       58.3609m		H2O
43219	H2O       55.8431m		H2O
43224	H2O       71.5202m		H2O
43229	H2O       59.9708m		H2O
43234	H2O       208.019m		H2O
43239	H2O       27.0198m		H2O
43244	H2O       169.693m		H2O
43249	H2O       81.1935m		H2O
43254	H2O       137.646m		H2O
43259	H2O       57.6936m		H2O
43264	H2O       72.0126m		H2O
43269	H2O       13.9154m		H2O
43274	H2O       19.9088m		H2O
43279	H2O       21.8005m		H2O
43284	H2O       37.5562m		H2O
43289	H2O       21.8820m		H2O
43294	H2O       18.4762m		H2O
43299	H2O       26.0679m		H2O
43304	H2O       255.611m		H2O
43309	H2O       33.1182m		H2O
43314	H2O       32.9959m		H2O
43319	H2O       25.9779m		H2O
43324	H2O       16.3101m		H2O
43329	H2O       685.296m		H2O
43334	H2O       14.8485m		H2O
43339	H2O       10.5443m		H2O
43344	H2O       28.5836m		H2O
43349	H2O       29.2948m		H2O
43354	H2O       75.7928m		H2O
43359	H2O       63.8628m		H2O
43364	H2O       55.9681m		H2O
43369	H2O       31.6788m		H2O
43374	H2O       60.2129m		H2O
43379	H2O       38.0069m		H2O
43384	H2O       25.2181m		H2O
43389	H2O       81.6679m		H2O
43394	H2O       138.603m		H2O
43399	H2O       251.682m		H2O
43404	H2O       99.9514m		H2O
43409	H2O       40.1682m		H2O
43414	H2O       36.6201m		H2O
43419	H2O       47.2538m		H2O
43424	H2O       330.733m		H2O
43429	H2O       118.373m		H2O
43434	H2O       117.652m		H2O
43439	H2O       73.5928m		H2O
43444	H2O       208.857m		H2O
43449	H2O       51.4469m		H2O
43454	H2O       18.0248m		H2O
43459	H2O       12.6222m		H2O
43464	H2O       90.0252m		H2O
43469	H2O       15.8760m		H2O
43474	H2O       14.5902m		H2O
43479	H2O       130.283m		H2O
43484	H2O       15.3627m		H2O
43489	H2O       60.1457m		H2O
43494	H2O       18.3337m		H2O
43499	H2O       18.2999m		H2O
43504	H2O       32.6608m		H2O
43509	H2O       122.489m		H2O
43514	H2O       80.5349m		H2O
43519	H2O       56.7555m		H2O
43524	H2O       21.1732m		H2O
43529	H2O       21.8284m		H2O
43534	H2O       23.7648m		H2O
43539	H2O       47.0166m		H2O
43544	H2O       56.0115m		H2O
43549	H2O       47.0271m		H2O
43554	H2O       30.5207m		H2O
43559	H2O       15.6935m		H2O
43564	H2O       28.5605m		H2O
43569	H2O       21.4042m		H2O
43574	H2O       222.887m		H2O
43579	H2O       29.9949m		H2O
43584	H2O       24.2710m		H2O
43589	H2O       29.3563m		H2O
43594	H2O       31.7292m		H2O
43599	H2O       30.4639m		H2O
43604	H2O       148.667m		H2O
43609	H2O       19.5317m		H2O
43614	H2O       159.442m		H2O
43619	H2O       50.6204m		H2O
43624	H2O       42.8480m		H2O
43629	H2O       34.3871m		H2O
43634	H2O       62.4145m		H2O
43639	H2O       80.2004m		H2O
43644	H2O       98.3026m		H2O
43649	H2O       63.4407m		H2O
43654	NO        1995.72m		NO
43659	NO        1995.43m		NO
43664	NO        1995.19m		NO
43669	NO        1995.07m		NO
43674	NO        1994.83m		NO
43679	NO        1993.08m		NO
43684	NO        1992.24m		NO
43689	NO        1990.82m		NO
43694	NO        1990.39m		NO
43699	NO        1989.54m		NO
43704	NO        1196.76m		NO
43709	NO        1196.73m		NO
43714	NO        1196.69m		NO
43719	NO        1196.57m		NO
43724	NO        1196.54m		NO
43729	NO        1196.37m		NO
43734	NO        1195.75m		NO
43739	NO        1195.45m		NO
43744	NO        1195.24m		NO
43749	NO        1195.03m		NO
43754	NO        1194.94m		NO
43759	NO        1194.94m		NO
43764	NO        1162.81m		NO
43769	NO        1162.79m		NO
43774	NO        1162.67m		NO
43779	NO        1162.66m		NO
43784	NO        1162.48m		NO
43789	NO        1162.47m		NO
43794	NO        1162.46m		NO
43799	NO        1162.46m		NO
43804	NO        1162.34m		NO
43809	NO        1162.32m		NO
43814	NO        1162.27m		NO
43819	NO        1162.25m		NO
43824	NO        854.631m		NO
43829	NO        854.630m		NO
43834	NO        854.617m		NO
43839	NO        854.532m		NO
43844	NO        854.518m		NO
43849	NO        854.421m		NO
43854	NO        854.115m		NO
43859	NO        853.964m		NO
43864	NO        853.900m		NO
43869	NO        853.769m		NO
43874	NO        853.749m		NO
43879	NO        853.748m		NO
43884	NO        830.498m		NO
43889	NO        830.484m		NO
43894	NO        830.444m		NO
43899	NO        830.433m		NO
43904	NO        830.398m		NO
43909	NO        830.383m		NO
43914	NO        830.376m		NO
43919	NO        830.362m		NO
43924	NO        830.344m		NO
43929	NO        830.331m		NO
43934	NO        830.326m		NO
43939	NO        830.313m		NO
43944	NO        664.638m		NO
43949	NO        664.635m		NO
43954	NO        664.633m		NO
43959	NO        664.574m		NO
43964	NO        664.567m		NO
43969	NO        664.506m		NO
43974	NO        664.323m		NO
43979	NO        664.232m		NO
43984	NO        664.205m		NO
43989	NO        664.120m		NO
43994	NO        664.114m		NO
43999	NO        664.114m		NO
44004	NO        543.756m		NO
44009	NO        543.756m		NO
44014	NO        543.754m		NO
44019	NO        543.713m		NO
44024	NO        543.708m		NO
44029	NO        543.666m		NO
44034	NO        543.551m		NO
44039	NO        543.490m		NO
44044	NO        543.476m		NO
44049	NO        543.418m		NO
44054	NO        543.415m		NO
44059	NO        543.415m		NO
44064	NO        460.078m		NO
44069	NO        460.078m		NO
44074	NO        460.078m		NO
44079	NO        460.048m		NO
44084	NO        460.044m		NO
44089	NO        460.014m		NO
44094	NO        459.935m		NO
44099	NO        459.891m		NO
44104	NO        459.883m		NO
44109	NO        459.841m		NO
44114	NO        459.839m		NO
44119	NO        459.839m		NO
44124	NO        398.725m		NO
44129	NO        398.725m		NO
44134	NO        398.723m		NO
44139	NO        398.701m		NO
44144	NO        398.700m		NO
44149	NO        398.675m		NO
44154	NO        398.617m		NO
44159	NO        398.584m		NO
44164	NO        398.579m		NO
44169	NO        398.547m		NO
44174	NO        398.546m		NO
44179	NO        398.546m		NO
44184	NO        351.809m		NO
44189	NO        351.809m		NO
44194	NO        351.809m		NO
44199	NO        351.790m		NO
44204	NO        351.789m		NO
44209	NO        351.771m		NO
44214	NO        351.729m		NO
44219	NO        351.703m		NO
44224	NO        351.700m		NO
44229	NO        351.674m		NO
44234	NO        351.674m		NO
44239	NO        351.674m		NO
44244	H3O+      304.020m		H3O+
44249	H3O+      100.841m		H3O+
44254	H3O+      756.326m		H3O+
44259	H3O+      180.160m		H3O+
44264	H3O+      290.612m		H3O+
44269	H3O+      69.5187m		H3O+
44274	H3O+      185.427m		H3O+
44279	H3O+      70.8079m		H3O+
44284	H3O+      181.033m		H3O+
44289	H3O+      976.449m		H3O+
44294	H3O+      180.850m		H3O+
44299	H3O+      821.584m		H3O+
44304	H3O+      100.549m		H3O+
44309	H3O+      183.633m		H3O+
44314	H3O+      771.543m		H3O+
44319	H3O+      82.2517m		H3O+
44324	H3O+      184.802m		H3O+
44329	H3O+      82.8452m		H3O+
44334	H3O+      187.654m		H3O+
44339	H3O+      280.141m		H3O+
44344	H3O+      274.323m		H3O+
44349	H3O+      70.2351m		H3O+
44354	H3O+      190.220m		H3O+
44359	H3O+      70.6647m		H3O+
44364	H3O+      193.161m		H3O+
44369	NH3       1.66357c		NH3
44374	NH3       1.51690c		NH3
44379	NH3       1.40808c		NH3
44384	NH3       1.32098c		NH3
44389	NH3       1.30738c		NH3
44394	NH3       1.25558c		NH3
44399	NH3       1.19615c		NH3
44404	NH3       523.514m		NH3
44409	NH3       246.704m		NH3
44414	NH3       169.950m		NH3
44419	NH3       127.073m		NH3
44424	NH3       124.879m		NH3
44429	NH3       124.613m		NH3
44434	NH3       101.651m		NH3
44439	NH3       101.569m		NH3
44444	NH3       100.077m		NH3
44449	NH3       84.6568m		NH3
44454	NH3       83.8382m		NH3
44459	NH3       83.6866m		NH3
44464	NH3       72.7047m		NH3
44469	NH3       72.6311m		NH3
44474	NH3       72.4188m		NH3
44479	NH3       71.9723m		NH3
44484	NH3       71.5888m		NH3
44489	NH3       1.51075c		NH3
44494	NH3       1.47126c		NH3
44499	NH3       1.41811c		NH3
44504	NH3       1.38096c		NH3
44509	NH3       1.34796c		NH3
44514	NH3       1.32304c		NH3
44519	NH3       1.31255c		NH3
44524	NH3       1.29752c		NH3
44529	NH3       1.26489c		NH3
44534	NH3       1.26340c		NH3
44539	NH3       1.24158c		NH3
44544	NH3       1.22167c		NH3
44549	NH3       256.503m		NH3
44554	NH3       246.626m		NH3
44559	NH3       169.942m		NH3
44564	NH3       169.921m		NH3
44569	NH3       165.684m		NH3
44574	NH3       165.551m		NH3
44579	NH3       127.146m		NH3
44584	NH3       127.118m		NH3
44589	NH3       124.849m		NH3
44594	NH3       124.762m		NH3
44599	NH3       101.643m		NH3
44604	NH3       101.615m		NH3
44609	NH3       101.506m		NH3
44614	NH3       100.250m		NH3
44619	NH3       100.186m		NH3
44624	NH3       99.9227m		NH3
44629	CH3OH     8.84797c		CH3OH
44634	CH3OH     3.18811c		CH3OH
44639	CH3OH     3.01635c		CH3OH
44644	CH3OH     2.46096c		CH3OH
44649	CH3OH     1.91886c		CH3OH
44654	CH3OH     1.63367c		CH3OH
44659	CH3OH     1.50100c		CH3OH
44664	CH3OH     1.27845c		CH3OH
44669	CH3OH     1.21873c		CH3OH
44674	CH3OH     1.20304c		CH3OH
44679	CH3OH     1.20204c		CH3OH
44684	CH3OH     1.20206c		CH3OH
44689	CH3OH     1.20081c		CH3OH
44694	CH3OH     1.19788c		CH3OH
44699	CH3OH     1.19289c		CH3OH
44704	CH3OH     1.18488c		CH3OH
44709	CH3OH     1.17343c		CH3OH
44714	CH3OH     1.15816c		CH3OH
44719	CH3OH     1.05905c		CH3OH
44724	CH3OH     9858.65m		CH3OH
44729	CH3OH     9222.58m		CH3OH
44734	CH3OH     8286.33m		CH3OH
44739	CH3OH     7949.11m		CH3OH
44744	CH3OH     7792.57m		CH3OH
44749	CH3OH     6805.50m		CH3OH
44754	CH3OH     6674.99m		CH3OH
44759	CH3OH     6539.32m		CH3OH
44764	CH3OH     6195.33m		CH3OH
44769	CH3OH     5811.33m		CH3OH
44774	CH3OH     5231.20m		CH3OH
44779	CH3OH     5216.30m		CH3OH
44784	CH3OH     4952.38m		CH3OH
44789	CH3OH     4713.48m		CH3OH
44794	CH3OH     4473.68m		CH3OH
44799	CH3OH     4386.32m		CH3OH
44804	CH3OH     4346.64m		CH3OH
44809	CH3OH     4205.85m		CH3OH
44814	CH3OH     4179.47m		CH3OH
44819	CH3OH     4117.96m		CH3OH
44824	CH3OH     3935.28m		CH3OH
44829	CH3OH     3935.23m		CH3OH
44834	CH3OH     3935.50m		CH3OH
44839	CH3OH     3934.99m		CH3OH
44844	CH3OH     3934.83m		CH3OH
44849	CH3OH     3935.03m		CH3OH
44854	CH3OH     3933.97m		CH3OH
44859	CH3OH     3934.34m		CH3OH
44864	CH3OH     3931.52m		CH3OH
44869	CH3OH     3917.43m		CH3OH
44874	CH3OH     3715.08m		CH3OH
44879	CH3OH     3546.38m		CH3OH
44884	CH3OH     3502.90m		CH3OH
44889	CH3OH     3480.09m		CH3OH
44894	CH3OH     3243.46m		CH3OH
44899	CH3OH     3170.73m		CH3OH
44904	CH3OH     3098.01m		CH3OH
44909	CH3OH     3098.44m		CH3OH
44914	CH3OH     3097.42m		CH3OH
44919	CH3OH     3009.02m		CH3OH
44924	CH3OH     2965.04m		CH3OH
44929	CH3OH     2964.53m		CH3OH
44934	CH3OH     2964.83m		CH3OH
44939	CH3OH     2963.91m		CH3OH
44944	CH3OH     2962.16m		CH3OH
44949	CH3OH     2958.95m		CH3OH
44954	CH3OH     2953.40m		CH3OH
44959	CH3OH     2946.44m		CH3OH
44964	CH3OH     2935.14m		CH3OH
44969	CH3OH     2873.58m		CH3OH
44974	CH3OH     2837.96m		CH3OH
44979	CH3OH     2752.55m		CH3OH
44984	CH3OH     2690.01m		CH3OH
44989	CH3OH     2593.22m		CH3OH
44994	CH3OH     2554.25m		CH3OH
44999	CH3OH     2522.91m		CH3OH
45004	CH3OH     2496.23m		CH3OH
45009	CH3OH     2493.53m		CH3OH
45014	CH3OH     2475.80m		CH3OH
45019	CH3OH     2462.81m		CH3OH
45024	CH3OH     2438.96m		CH3OH
45029	CH3OH     2406.09m		CH3OH
45034	CH3OH     2324.67m		CH3OH
45039	CH3OH     2255.19m		CH3OH
45044	CH3OH     2245.51m		CH3OH
45049	CH3OH     2243.05m		CH3OH
45054	CH3OH     2173.35m		CH3OH
45059	CH3OH     2128.58m		CH3OH
45064	CH3OH     2093.25m		CH3OH
45069	CH3OH     2065.23m		CH3OH
45074	CH3OH     2065.98m		CH3OH
45079	CH3OH     2065.43m		CH3OH
45084	CH3OH     2065.25m		CH3OH
45089	CH3OH     2065.14m		CH3OH
45094	CH3OH     2033.04m		CH3OH
45099	CH3OH     1948.21m		CH3OH
45104	CH3OH     1929.65m		CH3OH
45109	CH3OH     1921.42m		CH3OH
45114	CH3OH     1915.10m		CH3OH
45119	CH3OH     1911.16m		CH3OH
45124	CH3OH     1908.25m		CH3OH
45129	CH3OH     1906.79m		CH3OH
45134	CH3OH     1906.24m		CH3OH
45139	CH3OH     1905.81m		CH3OH
45144	CH3OH     1905.33m		CH3OH
45149	CH3OH     1905.97m		CH3OH
45154	CH3OH     1884.83m		CH3OH
45159	CH3OH     1826.68m		CH3OH
45164	CH3OH     1815.79m		CH3OH
45169	CH3OH     1815.44m		CH3OH
45174	CH3OH     1815.38m		CH3OH
45179	CH3OH     1814.38m		CH3OH
45184	CH3OH     1812.09m		CH3OH
45189	CH3OH     1809.13m		CH3OH
45194	CH3OH     1808.07m		CH3OH
45199	CH3OH     1806.35m		CH3OH
45204	CH3OH     1803.58m		CH3OH
45209	CH3OH     1795.89m		CH3OH
45214	CH3OH     1784.44m		CH3OH
45219	CH3OH     1778.97m		CH3OH
45224	CH3OH     1777.93m		CH3OH
45229	CH3OH     1769.72m		CH3OH
45234	CH3OH     1762.58m		CH3OH
45239	CH3OH     1738.05m		CH3OH
45244	CH3OH     1690.72m		CH3OH
45249	CH3OH     1660.16m		CH3OH
45254	CH3OH     1653.26m		CH3OH
45259	CH3OH     1648.82m		CH3OH
45264	CH3OH     1608.75m		CH3OH
45269	CH3OH     1584.86m		CH3OH
45274	CH3OH     1577.23m		CH3OH
45279	CH3OH     1577.35m		CH3OH
45284	CH3OH     1576.43m		CH3OH
45289	CH3OH     1574.49m		CH3OH
45294	CH3OH     1571.75m		CH3OH
45299	CH3OH     1566.70m		CH3OH
45304	CH3OH     1563.11m		CH3OH
45309	CH3OH     1559.52m		CH3OH
45314	CH3OH     1549.73m		CH3OH
45319	CH3OH     1549.13m		CH3OH
45324	CH3OH     1548.90m		CH3OH
45329	CH3OH     1549.10m		CH3OH
45334	CH3OH     1548.98m		CH3OH
45339	CH3OH     1549.00m		CH3OH
45344	CH3OH     1548.86m		CH3OH
45349	CH3OH     1548.84m		CH3OH
45354	CH3OH     1537.29m		CH3OH
45359	CH3OH     1535.15m		CH3OH
45364	CH3OH     1514.84m		CH3OH
45369	CH3OH     1482.24m		CH3OH
45374	CH3OH     1452.02m		CH3OH
45379	CH3OH     1410.13m		CH3OH
45384	CH3OH     1409.67m		CH3OH
45389	CH3OH     1404.22m		CH3OH
45394	CH3OH     1399.67m		CH3OH
45399	CH3OH     1382.02m		CH3OH
45404	CH3OH     1381.35m		CH3OH
45409	CH3OH     1372.18m		CH3OH
45414	CH3OH     1361.80m		CH3OH
45419	CH3OH     1354.46m		CH3OH
45424	CH3OH     1328.64m		CH3OH
45429	CH3OH     1304.44m		CH3OH
45434	CH3OH     1303.05m		CH3OH
45439	CH3OH     1277.00m		CH3OH
45444	CH3OH     1262.28m		CH3OH
45449	CH3OH     1247.58m		CH3OH
45454	CH3OH     1243.28m		CH3OH
45459	CH3OH     1240.05m		CH3OH
45464	CH3OH     1239.81m		CH3OH
45469	CH3OH     1239.33m		CH3OH
45474	CH3OH     1239.35m		CH3OH
45479	CH3OH     1239.39m		CH3OH
45484	CH3OH     1239.25m		CH3OH
45489	CH3OH     1238.97m		CH3OH
45494	CH3OH     1238.87m		CH3OH
45499	CH3OH     1238.84m		CH3OH
45504	CH3OH     1237.93m		CH3OH
45509	CH3OH     1217.30m		CH3OH
45514	CH3OH     1180.00m		CH3OH
45519	CH3OH     1148.36m		CH3OH
45524	CH3OH     1144.72m		CH3OH
45529	CH3OH     1141.49m		CH3OH
45534	CH3OH     1129.90m		CH3OH
45539	CH3OH     1129.83m		CH3OH
45544	CH3OH     1125.98m		CH3OH
45549	CH3OH     1125.98m		CH3OH
45554	CH3OH     1125.53m		CH3OH
45559	CH3OH     1124.55m		CH3OH
45564	CH3OH     1123.09m		CH3OH
45569	CH3OH     1123.16m		CH3OH
45574	CH3OH     1120.83m		CH3OH
45579	CH3OH     1120.56m		CH3OH
45584	CH3OH     1116.80m		CH3OH
45589	CH3OH     1111.37m		CH3OH
45594	CH3OH     1111.39m		CH3OH
45599	CH3OH     1104.05m		CH3OH
45604	CH3OH     1076.92m		CH3OH
45609	CH3OH     1076.71m		CH3OH
45614	CH3OH     1058.73m		CH3OH
45619	CH3OH     1049.10m		CH3OH
45624	CH3OH     1045.19m		CH3OH
45629	CH3OH     1040.58m		CH3OH
45634	CH3OH     1038.13m		CH3OH
45639	CH3OH     1037.82m		CH3OH
45644	CH3OH     1033.63m		CH3OH
45649	CH3OH     1033.20m		CH3OH
45654	CH3OH     1032.92m		CH3OH
45659	CH3OH     1032.79m		CH3OH
45664	CH3OH     1032.70m		CH3OH
45669	CH3OH     1032.68m		CH3OH
45674	CH3OH     1032.67m		CH3OH
45679	CH3OH     1032.46m		CH3OH
45684	CH3OH     1032.45m		CH3OH
45689	CH3OH     1017.40m		CH3OH
45694	CH3OH     991.203m		CH3OH
45699	CH3OH     966.129m		CH3OH
45704	CH3OH     963.772m		CH3OH
45709	CH3OH     959.243m		CH3OH
45714	CH3OH     955.724m		CH3OH
45719	CH3OH     955.524m		CH3OH
45724	CH3OH     953.488m		CH3OH
45729	CH3OH     950.711m		CH3OH
45734	CH3OH     942.223m		CH3OH
45739	CH3OH     929.855m		CH3OH
45744	CH3OH     929.802m		CH3OH
45749	CH3OH     929.633m		CH3OH
45754	CH3OH     929.588m		CH3OH
45759	CH3OH     929.115m		CH3OH
45764	CH3OH     928.683m		CH3OH
45769	CH3OH     927.907m		CH3OH
45774	CH3OH     926.789m		CH3OH
45779	CH3OH     925.197m		CH3OH
45784	CH3OH     923.116m		CH3OH
45789	CH3OH     916.629m		CH3OH
45794	CH3OH     906.042m		CH3OH
45799	CH3OH     897.663m		CH3OH
45804	CH3OH     894.310m		CH3OH
45809	CH3OH     893.696m		CH3OH
45814	CH3OH     888.938m		CH3OH
45819	CH3OH     886.440m		CH3OH
45824	CH3OH     885.812m		CH3OH
45829	CH3OH     885.450m		CH3OH
45834	CH3OH     885.262m		CH3OH
45839	CH3OH     885.195m		CH3OH
45844	CH3OH     885.106m		CH3OH
45849	CH3OH     884.832m		CH3OH
45854	CH3OH     884.820m		CH3OH
45859	CH3OH     873.735m		CH3OH
45864	CH3OH     863.045m		CH3OH
45869	CH3OH     862.950m		CH3OH
45874	CH3OH     862.859m		CH3OH
45879	CH3OH     862.388m		CH3OH
45884	CH3OH     861.865m		CH3OH
45889	CH3OH     860.938m		CH3OH
45894	CH3OH     859.557m		CH3OH
45899	CH3OH     857.581m		CH3OH
45904	CH3OH     854.971m		CH3OH
45909	CH3OH     854.615m		CH3OH
45914	CH3OH     835.823m		CH3OH
45919	CH3OH     833.873m		CH3OH
45924	CH3OH     828.280m		CH3OH
45929	CH3OH     827.726m		CH3OH
45934	CH3OH     825.858m		CH3OH
45939	CH3OH     823.969m		CH3OH
45944	CH3OH     817.876m		CH3OH
45949	CH3OH     797.603m		CH3OH
45954	CH3OH     789.736m		CH3OH
45959	CH3OH     784.654m		CH3OH
45964	CH3OH     782.453m		CH3OH
45969	CH3OH     781.483m		CH3OH
45974	CH3OH     775.929m		CH3OH
45979	CH3OH     775.283m		CH3OH
45984	CH3OH     774.682m		CH3OH
45989	CH3OH     774.546m		CH3OH
45994	CH3OH     774.502m		CH3OH
45999	CH3OH     774.163m		CH3OH
46004	CH3OH     774.122m		CH3OH
46009	CH3OH     765.723m		CH3OH
46014	CH3OH     751.306m		CH3OH
46019	CH3OH     736.446m		CH3OH
46024	CH3OH     736.230m		CH3OH
46029	CH3OH     734.866m		CH3OH
46034	CH3OH     730.887m		CH3OH
46039	CH3OH     728.692m		CH3OH
46044	CH3OH     726.983m		CH3OH
46049	CH3OH     722.394m		CH3OH
46054	CH3OH     715.162m		CH3OH
46059	CH3OH     707.822m		CH3OH
46064	CH3OH     707.736m		CH3OH
46069	CH3OH     707.680m		CH3OH
46074	CH3OH     707.371m		CH3OH
46079	CH3OH     707.021m		CH3OH
46084	CH3OH     706.388m		CH3OH
46089	CH3OH     705.424m		CH3OH
46094	CH3OH     704.105m		CH3OH
46099	CH3OH     702.254m		CH3OH
46104	CH3OH     700.073m		CH3OH
46109	CH3OH     695.514m		CH3OH
46114	CH3OH     693.698m		CH3OH
46119	CH3OH     690.121m		CH3OH
46124	CH3OH     689.304m		CH3OH
46129	CH3OH     688.468m		CH3OH
46134	CH3OH     688.423m		CH3OH
46139	CH3OH     688.033m		CH3OH
46144	CH3OH     688.044m		CH3OH
46149	CH3OH     681.307m		CH3OH
46154	CH3OH     675.003m		CH3OH
46159	CH3OH     670.284m		CH3OH
46164	CH3OH     660.627m		CH3OH
46169	CH3OH     660.237m		CH3OH
46174	CH3OH     659.928m		CH3OH
46179	CH3OH     659.720m		CH3OH
46184	CH3OH     659.628m		CH3OH
46189	CH3OH     659.481m		CH3OH
46194	CH3OH     659.438m		CH3OH
46199	CH3OH     657.802m		CH3OH
46204	CH3OH     657.704m		CH3OH
46209	CH3OH     654.185m		CH3OH
46214	CH3OH     651.998m		CH3OH
46219	CH3OH     650.273m		CH3OH
46224	CH3OH     646.867m		CH3OH
46229	CH3OH     641.139m		CH3OH
46234	CH3OH     628.826m		CH3OH
46239	CH3OH     625.627m		CH3OH
46244	CH3OH     623.560m		CH3OH
46249	CH3OH     621.434m		CH3OH
46254	CH3OH     620.577m		CH3OH
46259	CH3OH     619.640m		CH3OH
46264	CH3OH     619.209m		CH3OH
46269	CH3OH     619.139m		CH3OH
46274	CH3OH     613.593m		CH3OH
46279	CH3OH     608.699m		CH3OH
46284	CH3OH     605.272m		CH3OH
46289	CH3OH     594.336m		CH3OH
46294	CH3OH     594.332m		CH3OH
46299	CH3OH     589.740m		CH3OH
46304	CH3OH     588.172m		CH3OH
46309	CH3OH     585.620m		CH3OH
46314	CH3OH     580.967m		CH3OH
46319	CH3OH     576.179m		CH3OH
46324	CH3OH     571.112m		CH3OH
46329	CH3OH     571.034m		CH3OH
46334	CH3OH     570.967m		CH3OH
46339	CH3OH     570.950m		CH3OH
46344	CH3OH     570.813m		CH3OH
46349	CH3OH     568.414m		CH3OH
46354	CH3OH     566.126m		CH3OH
46359	CH3OH     565.648m		CH3OH
46364	CH3OH     565.354m		CH3OH
46369	CH3OH     565.149m		CH3OH
46374	CH3OH     565.002m		CH3OH
46379	CH3OH     564.933m		CH3OH
46384	CH3OH     564.820m		CH3OH
46389	CH3OH     564.786m		CH3OH
46394	CH3OH     564.339m		CH3OH
46399	CH3OH     558.039m		CH3OH
46404	CH3OH     554.182m		CH3OH
46409	CH3OH     551.871m		CH3OH
46414	CH3OH     542.188m		CH3OH
46419	CH3OH     541.828m		CH3OH
46424	CH3OH     539.635m		CH3OH
46429	CH3OH     539.607m		CH3OH
46434	CH3OH     539.586m		CH3OH
46439	CH3OH     539.553m		CH3OH
46444	CH3OH     539.549m		CH3OH
46449	CH3OH     539.471m		CH3OH
46454	CH3OH     539.460m		CH3OH
46459	CH3OH     538.269m		CH3OH
46464	CH3OH     534.954m		CH3OH
46469	CH3OH     531.105m		CH3OH
46474	CH3OH     527.151m		CH3OH
46479	CH3OH     522.605m		CH3OH
46484	CH3OH     518.135m		CH3OH
46489	CH3OH     511.630m		CH3OH
46494	CH3OH     508.610m		CH3OH
46499	CH3OH     507.308m		CH3OH
46504	CH3OH     499.839m		CH3OH
46509	CH3OH     499.128m		CH3OH
46514	CH3OH     498.504m		CH3OH
46519	CH3OH     497.655m		CH3OH
46524	CH3OH     494.922m		CH3OH
46529	CH3OH     489.080m		CH3OH
46534	CH3OH     485.769m		CH3OH
46539	CH3OH     477.408m		CH3OH
46544	CH3OH     469.894m		CH3OH
46549	CH3OH     469.565m		CH3OH
46554	CH3OH     462.606m		CH3OH
46559	CH3OH     462.539m		CH3OH
46564	CH3OH     461.335m		CH3OH
46569	CH3OH     459.931m		CH3OH
46574	CH3OH     457.834m		CH3OH
46579	CH3OH     453.186m		CH3OH
46584	CH3OH     450.398m		CH3OH
46589	CH3OH     448.997m		CH3OH
46594	CH3OH     443.510m		CH3OH
46599	CH3OH     442.363m		CH3OH
46604	CH3OH     436.599m		CH3OH
46609	CH3OH     430.880m		CH3OH
46614	CH3OH     430.441m		CH3OH
